val_0,padre_0,izq_0,val_1,padre_1,izq_1,val_2,padre_2,izq_2,val_3,padre_3,izq_3,val_4,padre_4,izq_4,val_5,padre_5,izq_5,val_6,padre_6,izq_6,val_buscar,busqueda,inorder_0,inorder_1,inorder_2,inorder_3,inorder_4,inorder_5,inorder_6
34,-1,-1,25,0,1,4,1,1,3,2,1,38,0,0,36,4,1,26,1,0,50,0,3,4,25,26,34,36,38
35,-1,-1,19,0,1,25,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,18,0,19,25,35,-1,-1,-1,-1
40,-1,-1,37,0,1,11,1,1,10,2,1,44,0,0,34,2,0,0,-1,-1,33,0,10,11,34,37,40,44,-1
9,-1,-1,28,0,0,12,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,7,0,9,12,28,-1,-1,-1,-1
27,-1,-1,31,0,0,21,0,1,13,2,1,24,2,0,10,3,1,0,-1,-1,20,0,10,13,21,24,27,31,-1
12,-1,-1,26,0,0,32,1,0,21,1,1,34,2,0,0,-1,-1,0,-1,-1,22,0,12,21,26,32,34,-1,-1
31,-1,-1,11,0,1,27,1,0,19,2,1,6,1,1,7,4,0,0,-1,-1,24,0,6,7,11,19,27,31,-1
40,-1,-1,8,0,1,43,0,0,39,1,0,18,3,1,14,4,1,15,5,0,18,1,8,14,15,18,39,40,43
31,-1,-1,35,0,0,12,0,1,20,2,0,44,1,0,29,3,0,19,3,1,30,0,12,19,20,29,31,35,44
18,-1,-1,46,0,0,36,1,1,20,2,1,2,0,1,0,-1,-1,0,-1,-1,17,0,2,18,20,36,46,-1,-1
27,-1,-1,23,0,1,32,0,0,18,1,1,43,2,0,0,-1,-1,0,-1,-1,40,0,18,23,27,32,43,-1,-1
42,-1,-1,27,0,1,26,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,38,0,26,27,42,-1,-1,-1,-1
37,-1,-1,12,0,1,46,0,0,16,1,0,19,3,0,0,-1,-1,0,-1,-1,7,0,12,16,19,37,46,-1,-1
32,-1,-1,22,0,1,30,1,0,19,1,1,0,-1,-1,0,-1,-1,0,-1,-1,7,0,19,22,30,32,-1,-1,-1
5,-1,-1,17,0,0,32,1,0,10,1,1,13,3,0,4,0,1,9,3,1,48,0,4,5,9,10,13,17,32
25,-1,-1,7,0,1,12,1,0,23,2,0,17,3,1,8,2,1,0,-1,-1,19,0,7,8,12,17,23,25,-1
14,-1,-1,23,0,0,47,1,0,42,2,1,48,2,0,36,3,1,0,-1,-1,34,0,14,23,36,42,47,48,-1
15,-1,-1,36,0,0,31,1,1,12,0,1,0,-1,-1,0,-1,-1,0,-1,-1,45,0,12,15,31,36,-1,-1,-1
25,-1,-1,12,0,1,11,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,2,0,11,12,25,-1,-1,-1,-1
2,-1,-1,26,0,0,39,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,5,0,2,26,39,-1,-1,-1,-1
16,-1,-1,28,0,0,10,0,1,8,2,1,49,1,0,48,4,1,0,-1,-1,33,0,8,10,16,28,48,49,-1
23,-1,-1,26,0,0,31,1,0,42,2,0,25,1,1,5,0,1,0,-1,-1,9,0,5,23,25,26,31,42,-1
39,-1,-1,2,0,1,31,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,44,0,2,31,39,-1,-1,-1,-1
20,-1,-1,15,0,1,26,0,0,29,2,0,21,2,1,0,-1,-1,0,-1,-1,10,0,15,20,21,26,29,-1,-1
14,-1,-1,39,0,0,48,1,0,17,1,1,9,0,1,19,3,0,32,5,0,13,0,9,14,17,19,32,39,48
17,-1,-1,7,0,1,24,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,34,0,7,17,24,-1,-1,-1,-1
11,-1,-1,26,0,0,18,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,39,0,11,18,26,-1,-1,-1,-1
18,-1,-1,14,0,1,50,0,0,42,2,1,10,1,1,0,-1,-1,0,-1,-1,33,0,10,14,18,42,50,-1,-1
23,-1,-1,8,0,1,2,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,49,0,2,8,23,-1,-1,-1,-1
35,-1,-1,21,0,1,26,1,0,15,1,1,17,3,0,50,0,0,0,-1,-1,1,0,15,17,21,26,35,50,-1
50,-1,-1,16,0,1,9,1,1,25,1,0,7,2,1,8,4,0,0,-1,-1,12,0,7,8,9,16,25,50,-1
50,-1,-1,10,0,1,32,1,0,35,2,0,0,-1,-1,0,-1,-1,0,-1,-1,5,0,10,32,35,50,-1,-1,-1
45,-1,-1,26,0,1,28,1,0,44,2,0,9,1,1,8,4,1,50,0,0,14,0,8,9,26,28,44,45,50
50,-1,-1,21,0,1,4,1,1,43,1,0,10,2,0,19,4,0,0,-1,-1,3,0,4,10,19,21,43,50,-1
5,-1,-1,25,0,0,24,1,1,32,1,0,17,2,1,2,0,1,0,-1,-1,23,0,2,5,17,24,25,32,-1
23,-1,-1,7,0,1,22,1,0,42,0,0,12,2,1,0,-1,-1,0,-1,-1,7,1,7,12,22,23,42,-1,-1
6,-1,-1,39,0,0,18,1,1,10,2,1,0,-1,-1,0,-1,-1,0,-1,-1,48,0,6,10,18,39,-1,-1,-1
37,-1,-1,34,0,1,39,0,0,16,1,1,50,2,0,0,-1,-1,0,-1,-1,16,1,16,34,37,39,50,-1,-1
30,-1,-1,42,0,0,39,1,1,9,0,1,37,2,1,0,-1,-1,0,-1,-1,27,0,9,30,37,39,42,-1,-1
18,-1,-1,28,0,0,36,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,21,0,18,28,36,-1,-1,-1,-1
13,-1,-1,49,0,0,5,0,1,43,1,1,0,-1,-1,0,-1,-1,0,-1,-1,43,1,5,13,43,49,-1,-1,-1
25,-1,-1,40,0,0,47,1,0,35,1,1,6,0,1,50,2,0,29,3,1,9,0,6,25,29,35,40,47,50
45,-1,-1,46,0,0,22,0,1,2,2,1,38,2,0,0,-1,-1,0,-1,-1,1,0,2,22,38,45,46,-1,-1
36,-1,-1,13,0,1,20,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,12,0,13,20,36,-1,-1,-1,-1
31,-1,-1,29,0,1,4,1,1,50,0,0,40,3,1,12,2,0,0,-1,-1,39,0,4,12,29,31,40,50,-1
36,-1,-1,8,0,1,30,1,0,9,2,1,37,0,0,0,-1,-1,0,-1,-1,37,1,8,9,30,36,37,-1,-1
45,-1,-1,47,0,0,26,0,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,15,0,26,45,47,-1,-1,-1,-1
49,-1,-1,32,0,1,26,1,1,44,1,0,30,2,0,14,2,1,0,-1,-1,48,0,14,26,30,32,44,49,-1
32,-1,-1,25,0,1,27,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,18,0,25,27,32,-1,-1,-1,-1
36,-1,-1,6,0,1,37,0,0,1,1,1,22,1,0,30,4,0,29,5,1,12,0,1,6,22,29,30,36,37
32,-1,-1,14,0,1,5,1,1,8,2,0,46,0,0,0,-1,-1,0,-1,-1,27,0,5,8,14,32,46,-1,-1
29,-1,-1,9,0,1,23,1,0,8,1,1,1,3,1,10,2,1,11,5,0,36,0,1,8,9,10,11,23,29
6,-1,-1,11,0,0,46,1,0,30,2,1,48,2,0,41,3,0,42,5,0,44,0,6,11,30,41,42,46,48
44,-1,-1,15,0,1,3,1,1,45,0,0,16,1,0,41,4,0,10,2,0,10,1,3,10,15,16,41,44,45
9,-1,-1,47,0,0,29,1,1,2,0,1,0,-1,-1,0,-1,-1,0,-1,-1,18,0,2,9,29,47,-1,-1,-1
42,-1,-1,45,0,0,9,0,1,39,2,0,23,3,1,4,2,1,0,-1,-1,2,0,4,9,23,39,42,45,-1
17,-1,-1,38,0,0,2,0,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,26,0,2,17,38,-1,-1,-1,-1
26,-1,-1,15,0,1,22,1,0,33,0,0,44,3,0,0,-1,-1,0,-1,-1,27,0,15,22,26,33,44,-1,-1
31,-1,-1,22,0,1,9,1,1,48,0,0,27,1,0,11,2,0,45,3,1,50,0,9,11,22,27,31,45,48
1,-1,-1,48,0,0,3,1,1,31,2,0,15,3,1,50,1,0,30,4,0,43,0,1,3,15,30,31,48,50
23,-1,-1,49,0,0,27,1,1,47,2,0,29,3,1,0,-1,-1,0,-1,-1,15,0,23,27,29,47,49,-1,-1
3,-1,-1,30,0,0,31,1,0,34,2,0,47,3,0,0,-1,-1,0,-1,-1,1,0,3,30,31,34,47,-1,-1
42,-1,-1,50,0,0,48,1,1,12,0,1,2,3,1,41,3,0,0,-1,-1,43,0,2,12,41,42,48,50,-1
45,-1,-1,32,0,1,36,1,0,37,2,0,28,1,1,0,-1,-1,0,-1,-1,46,0,28,32,36,37,45,-1,-1
3,-1,-1,8,0,0,41,1,0,17,2,1,5,1,1,42,2,0,15,3,1,41,1,3,5,8,15,17,41,42
50,-1,-1,15,0,1,16,1,0,46,2,0,11,1,1,0,-1,-1,0,-1,-1,19,0,11,15,16,46,50,-1,-1
31,-1,-1,45,0,0,42,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,41,0,31,42,45,-1,-1,-1,-1
23,-1,-1,36,0,0,8,0,1,46,1,0,41,3,1,0,-1,-1,0,-1,-1,12,0,8,23,36,41,46,-1,-1
20,-1,-1,9,0,1,46,0,0,37,2,1,34,3,1,0,-1,-1,0,-1,-1,33,0,9,20,34,37,46,-1,-1
49,-1,-1,36,0,1,43,1,0,1,1,1,30,3,0,23,4,1,17,5,1,45,0,1,17,23,30,36,43,49
3,-1,-1,25,0,0,7,1,1,50,1,0,0,-1,-1,0,-1,-1,0,-1,-1,24,0,3,7,25,50,-1,-1,-1
37,-1,-1,31,0,1,17,1,1,20,2,0,1,2,1,26,3,0,45,0,0,15,0,1,17,20,26,31,37,45
50,-1,-1,21,0,1,17,1,1,31,1,0,47,3,0,0,-1,-1,0,-1,-1,15,0,17,21,31,47,50,-1,-1
8,-1,-1,2,0,1,38,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,16,0,2,8,38,-1,-1,-1,-1
11,-1,-1,34,0,0,10,0,1,15,1,1,33,3,0,16,4,1,9,2,1,48,0,9,10,11,15,16,33,34
1,-1,-1,33,0,0,45,1,0,36,2,1,37,3,0,35,3,1,0,-1,-1,1,1,1,33,35,36,37,45,-1
30,-1,-1,44,0,0,33,1,1,31,2,1,50,1,0,49,4,1,25,0,1,22,0,25,30,31,33,44,49,50
40,-1,-1,10,0,1,1,1,1,24,1,0,9,2,0,25,3,0,0,-1,-1,7,0,1,9,10,24,25,40,-1
37,-1,-1,19,0,1,1,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,13,0,1,19,37,-1,-1,-1,-1
19,-1,-1,22,0,0,31,1,0,2,0,1,17,3,0,3,4,1,50,2,0,42,0,2,3,17,19,22,31,50
37,-1,-1,22,0,1,18,1,1,40,0,0,13,2,1,0,-1,-1,0,-1,-1,10,0,13,18,22,37,40,-1,-1
12,-1,-1,20,0,0,3,0,1,25,1,0,7,2,0,0,-1,-1,0,-1,-1,40,0,3,7,12,20,25,-1,-1
48,-1,-1,42,0,1,40,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,4,0,40,42,48,-1,-1,-1,-1
6,-1,-1,41,0,0,30,1,1,45,1,0,34,2,0,10,2,1,0,-1,-1,29,0,6,10,30,34,41,45,-1
24,-1,-1,11,0,1,18,1,0,1,1,1,8,3,0,0,-1,-1,0,-1,-1,24,1,1,8,11,18,24,-1,-1
20,-1,-1,14,0,1,9,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,27,0,9,14,20,-1,-1,-1,-1
21,-1,-1,44,0,0,8,0,1,14,2,0,7,2,1,32,1,1,0,-1,-1,18,0,7,8,14,21,32,44,-1
26,-1,-1,35,0,0,11,0,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,46,0,11,26,35,-1,-1,-1,-1
16,-1,-1,37,0,0,31,1,1,48,1,0,0,-1,-1,0,-1,-1,0,-1,-1,31,1,16,31,37,48,-1,-1,-1
33,-1,-1,1,0,1,5,1,0,31,2,0,18,3,1,26,4,0,25,5,1,2,0,1,5,18,25,26,31,33
16,-1,-1,40,0,0,1,0,1,22,1,1,41,1,0,13,2,0,0,-1,-1,11,0,1,13,16,22,40,41,-1
19,-1,-1,11,0,1,1,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,16,0,1,11,19,-1,-1,-1,-1
42,-1,-1,22,0,1,32,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,5,0,22,32,42,-1,-1,-1,-1
6,-1,-1,44,0,0,35,1,1,41,2,0,0,-1,-1,0,-1,-1,0,-1,-1,25,0,6,35,41,44,-1,-1,-1
17,-1,-1,45,0,0,37,1,1,28,2,1,33,3,0,26,3,1,0,-1,-1,6,0,17,26,28,33,37,45,-1
24,-1,-1,11,0,1,21,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,46,0,11,21,24,-1,-1,-1,-1
24,-1,-1,29,0,0,49,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,50,0,24,29,49,-1,-1,-1,-1
23,-1,-1,8,0,1,42,0,0,29,2,1,25,3,1,0,-1,-1,0,-1,-1,12,0,8,23,25,29,42,-1,-1
13,-1,-1,37,0,0,16,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,27,0,13,16,37,-1,-1,-1,-1
16,-1,-1,27,0,0,17,1,1,26,2,0,47,1,0,0,-1,-1,0,-1,-1,7,0,16,17,26,27,47,-1,-1
26,-1,-1,30,0,0,42,1,0,16,0,1,12,3,1,33,2,1,0,-1,-1,34,0,12,16,26,30,33,42,-1
42,-1,-1,49,0,0,19,0,1,7,2,1,18,3,0,38,2,0,13,4,1,28,0,7,13,18,19,38,42,49
11,-1,-1,28,0,0,41,1,0,7,0,1,0,-1,-1,0,-1,-1,0,-1,-1,22,0,7,11,28,41,-1,-1,-1
37,-1,-1,38,0,0,13,0,1,26,2,0,10,2,1,41,1,0,5,4,1,35,0,5,10,13,26,37,38,41
4,-1,-1,3,0,1,7,0,0,20,2,0,0,-1,-1,0,-1,-1,0,-1,-1,10,0,3,4,7,20,-1,-1,-1
33,-1,-1,1,0,1,9,1,0,43,0,0,5,2,1,15,2,0,50,3,0,33,1,1,5,9,15,33,43,50
1,-1,-1,45,0,0,38,1,1,14,2,1,18,3,0,16,4,1,0,-1,-1,20,0,1,14,16,18,38,45,-1
17,-1,-1,4,0,1,45,0,0,3,1,1,0,-1,-1,0,-1,-1,0,-1,-1,12,0,3,4,17,45,-1,-1,-1
35,-1,-1,50,0,0,3,0,1,28,2,0,43,1,1,49,4,0,0,-1,-1,16,0,3,28,35,43,49,50,-1
48,-1,-1,20,0,1,9,1,1,31,1,0,41,3,0,44,4,0,29,3,1,50,0,9,20,29,31,41,44,48
26,-1,-1,32,0,0,34,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,47,0,26,32,34,-1,-1,-1,-1
39,-1,-1,2,0,1,4,1,0,3,2,1,38,2,0,17,4,1,0,-1,-1,38,1,2,3,4,17,38,39,-1
42,-1,-1,8,0,1,1,1,1,15,1,0,43,0,0,2,2,0,6,5,0,11,0,1,2,6,8,15,42,43
6,-1,-1,42,0,0,46,1,0,45,2,1,13,1,1,7,4,1,27,4,0,7,1,6,7,13,27,42,45,46
47,-1,-1,5,0,1,3,1,1,17,1,0,15,3,1,0,-1,-1,0,-1,-1,36,0,3,5,15,17,47,-1,-1
22,-1,-1,28,0,0,1,0,1,5,2,0,12,3,0,0,-1,-1,0,-1,-1,48,0,1,5,12,22,28,-1,-1
11,-1,-1,43,0,0,19,1,1,41,2,0,6,0,1,32,3,1,26,5,1,42,0,6,11,19,26,32,41,43
28,-1,-1,44,0,0,5,0,1,6,2,0,20,3,0,0,-1,-1,0,-1,-1,7,0,5,6,20,28,44,-1,-1
42,-1,-1,8,0,1,4,1,1,27,1,0,10,3,1,37,3,0,0,-1,-1,25,0,4,8,10,27,37,42,-1
43,-1,-1,1,0,1,31,1,0,49,0,0,0,-1,-1,0,-1,-1,0,-1,-1,10,0,1,31,43,49,-1,-1,-1
9,-1,-1,26,0,0,3,0,1,12,1,1,21,3,0,0,-1,-1,0,-1,-1,43,0,3,9,12,21,26,-1,-1
39,-1,-1,42,0,0,49,1,0,33,0,1,29,3,1,4,4,1,47,2,1,37,0,4,29,33,39,42,47,49
45,-1,-1,27,0,1,47,0,0,48,2,0,4,1,1,0,-1,-1,0,-1,-1,30,0,4,27,45,47,48,-1,-1
46,-1,-1,16,0,1,12,1,1,45,1,0,13,2,0,34,3,1,26,5,1,3,0,12,13,16,26,34,45,46
25,-1,-1,49,0,0,43,1,1,11,0,1,8,3,1,39,2,1,0,-1,-1,38,0,8,11,25,39,43,49,-1
48,-1,-1,22,0,1,46,1,0,20,1,1,29,2,1,17,3,1,0,-1,-1,22,1,17,20,22,29,46,48,-1
12,-1,-1,36,0,0,47,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,30,0,12,36,47,-1,-1,-1,-1
47,-1,-1,14,0,1,45,1,0,10,1,1,0,-1,-1,0,-1,-1,0,-1,-1,49,0,10,14,45,47,-1,-1,-1
50,-1,-1,19,0,1,42,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,40,0,19,42,50,-1,-1,-1,-1
38,-1,-1,10,0,1,31,1,0,47,0,0,0,-1,-1,0,-1,-1,0,-1,-1,19,0,10,31,38,47,-1,-1,-1
17,-1,-1,26,0,0,33,1,0,37,2,0,14,0,1,0,-1,-1,0,-1,-1,8,0,14,17,26,33,37,-1,-1
43,-1,-1,34,0,1,23,1,1,9,2,1,0,-1,-1,0,-1,-1,0,-1,-1,32,0,9,23,34,43,-1,-1,-1
46,-1,-1,17,0,1,25,1,0,7,1,1,49,0,0,40,2,0,43,5,0,8,0,7,17,25,40,43,46,49
11,-1,-1,42,0,0,12,1,1,47,1,0,29,2,0,13,4,1,2,0,1,23,0,2,11,12,13,29,42,47
45,-1,-1,30,0,1,4,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,15,0,4,30,45,-1,-1,-1,-1
40,-1,-1,48,0,0,19,0,1,7,2,1,43,1,1,24,2,0,41,4,1,12,0,7,19,24,40,41,43,48
23,-1,-1,34,0,0,13,0,1,8,2,1,30,1,1,3,3,1,39,1,0,18,0,3,8,13,23,30,34,39
37,-1,-1,26,0,1,5,1,1,24,2,0,25,3,0,1,2,1,0,-1,-1,3,0,1,5,24,25,26,37,-1
11,-1,-1,23,0,0,48,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,37,0,11,23,48,-1,-1,-1,-1
12,-1,-1,44,0,0,39,1,1,50,1,0,26,2,1,0,-1,-1,0,-1,-1,35,0,12,26,39,44,50,-1,-1
17,-1,-1,4,0,1,37,0,0,1,1,1,0,-1,-1,0,-1,-1,0,-1,-1,14,0,1,4,17,37,-1,-1,-1
13,-1,-1,27,0,0,7,0,1,39,1,0,49,3,0,0,-1,-1,0,-1,-1,37,0,7,13,27,39,49,-1,-1
29,-1,-1,21,0,1,12,1,1,22,1,0,28,3,0,45,0,0,0,-1,-1,2,0,12,21,22,28,29,45,-1
11,-1,-1,20,0,0,5,0,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,23,0,5,11,20,-1,-1,-1,-1
19,-1,-1,9,0,1,23,0,0,30,2,0,0,-1,-1,0,-1,-1,0,-1,-1,50,0,9,19,23,30,-1,-1,-1
43,-1,-1,9,0,1,28,1,0,42,2,0,0,-1,-1,0,-1,-1,0,-1,-1,29,0,9,28,42,43,-1,-1,-1
36,-1,-1,19,0,1,31,1,0,15,1,1,40,0,0,6,3,1,5,5,1,6,1,5,6,15,19,31,36,40
47,-1,-1,25,0,1,43,1,0,10,1,1,44,2,0,46,4,0,0,-1,-1,38,0,10,25,43,44,46,47,-1
50,-1,-1,30,0,1,12,1,1,49,1,0,29,2,0,40,3,1,0,-1,-1,18,0,12,29,30,40,49,50,-1
17,-1,-1,5,0,1,11,1,0,20,0,0,43,3,0,16,2,0,9,2,1,43,1,5,9,11,16,17,20,43
49,-1,-1,21,0,1,34,1,0,10,1,1,29,2,1,0,-1,-1,0,-1,-1,2,0,10,21,29,34,49,-1,-1
39,-1,-1,26,0,1,27,1,0,32,2,0,18,1,1,0,-1,-1,0,-1,-1,21,0,18,26,27,32,39,-1,-1
46,-1,-1,32,0,1,31,1,1,45,1,0,48,0,0,0,-1,-1,0,-1,-1,17,0,31,32,45,46,48,-1,-1
18,-1,-1,1,0,1,22,0,0,16,1,0,30,2,0,40,4,0,45,5,0,18,1,1,16,18,22,30,40,45
37,-1,-1,41,0,0,6,0,1,28,2,0,0,-1,-1,0,-1,-1,0,-1,-1,24,0,6,28,37,41,-1,-1,-1
1,-1,-1,26,0,0,47,1,0,27,2,1,6,1,1,3,4,1,0,-1,-1,44,0,1,3,6,26,27,47,-1
41,-1,-1,13,0,1,8,1,1,40,1,0,44,0,0,39,3,1,47,4,0,4,0,8,13,39,40,41,44,47
8,-1,-1,6,0,1,4,1,1,5,2,0,32,0,0,0,-1,-1,0,-1,-1,28,0,4,5,6,8,32,-1,-1
18,-1,-1,25,0,0,36,1,0,35,2,1,0,-1,-1,0,-1,-1,0,-1,-1,21,0,18,25,35,36,-1,-1,-1
10,-1,-1,6,0,1,33,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,7,0,6,10,33,-1,-1,-1,-1
22,-1,-1,34,0,0,41,1,0,27,1,1,37,2,1,16,0,1,0,-1,-1,15,0,16,22,27,34,37,41,-1
18,-1,-1,10,0,1,19,0,0,5,1,1,0,-1,-1,0,-1,-1,0,-1,-1,13,0,5,10,18,19,-1,-1,-1
28,-1,-1,50,0,0,14,0,1,30,1,1,44,3,0,26,2,0,0,-1,-1,1,0,14,26,28,30,44,50,-1
49,-1,-1,26,0,1,47,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,32,0,26,47,49,-1,-1,-1,-1
30,-1,-1,5,0,1,48,0,0,23,1,0,37,2,1,44,4,0,2,1,1,23,1,2,5,23,30,37,44,48
8,-1,-1,21,0,0,44,1,0,38,2,1,40,3,0,0,-1,-1,0,-1,-1,12,0,8,21,38,40,44,-1,-1
38,-1,-1,11,0,1,39,0,0,20,1,0,0,-1,-1,0,-1,-1,0,-1,-1,21,0,11,20,38,39,-1,-1,-1
2,-1,-1,47,0,0,50,1,0,30,1,1,22,3,1,0,-1,-1,0,-1,-1,28,0,2,22,30,47,50,-1,-1
1,-1,-1,5,0,0,2,1,1,17,1,0,8,3,1,0,-1,-1,0,-1,-1,49,0,1,2,5,8,17,-1,-1
30,-1,-1,10,0,1,23,1,0,44,0,0,47,3,0,31,3,1,0,-1,-1,14,0,10,23,30,31,44,47,-1
34,-1,-1,4,0,1,22,1,0,8,2,1,10,3,0,18,4,0,5,3,1,21,0,4,5,8,10,18,22,34
36,-1,-1,49,0,0,3,0,1,23,2,0,41,1,1,0,-1,-1,0,-1,-1,6,0,3,23,36,41,49,-1,-1
3,-1,-1,28,0,0,34,1,0,19,1,1,0,-1,-1,0,-1,-1,0,-1,-1,29,0,3,19,28,34,-1,-1,-1
7,-1,-1,21,0,0,29,1,0,5,0,1,20,1,1,14,4,1,0,-1,-1,29,1,5,7,14,20,21,29,-1
29,-1,-1,15,0,1,36,0,0,40,2,0,14,1,1,6,4,1,0,-1,-1,10,0,6,14,15,29,36,40,-1
44,-1,-1,25,0,1,11,1,1,22,2,0,48,0,0,50,4,0,0,-1,-1,35,0,11,22,25,44,48,50,-1
25,-1,-1,12,0,1,38,0,0,33,2,1,39,2,0,36,3,0,0,-1,-1,28,0,12,25,33,36,38,39,-1
42,-1,-1,19,0,1,29,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,49,0,19,29,42,-1,-1,-1,-1
17,-1,-1,44,0,0,12,0,1,46,1,0,5,2,1,24,1,1,0,-1,-1,45,0,5,12,17,24,44,46,-1
48,-1,-1,35,0,1,38,1,0,36,2,1,33,1,1,0,-1,-1,0,-1,-1,38,1,33,35,36,38,48,-1,-1
7,-1,-1,5,0,1,6,1,0,31,0,0,11,3,1,50,3,0,32,5,1,9,0,5,6,7,11,31,32,50
3,-1,-1,6,0,0,26,1,0,25,2,1,14,3,1,0,-1,-1,0,-1,-1,14,1,3,6,14,25,26,-1,-1
36,-1,-1,46,0,0,4,0,1,32,2,0,49,1,0,0,-1,-1,0,-1,-1,34,0,4,32,36,46,49,-1,-1
31,-1,-1,1,0,1,5,1,0,28,2,0,47,0,0,50,4,0,42,4,1,33,0,1,5,28,31,42,47,50
12,-1,-1,21,0,0,23,1,0,13,1,1,17,3,0,36,2,0,34,5,1,32,0,12,13,17,21,23,34,36
21,-1,-1,24,0,0,9,0,1,19,2,0,22,1,1,15,3,1,0,-1,-1,25,0,9,15,19,21,22,24,-1
44,-1,-1,41,0,1,33,1,1,16,2,1,1,3,1,6,4,0,23,3,0,18,0,1,6,16,23,33,41,44
2,-1,-1,42,0,0,40,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,46,0,2,40,42,-1,-1,-1,-1
49,-1,-1,34,0,1,11,1,1,36,1,0,4,2,1,45,3,0,0,-1,-1,39,0,4,11,34,36,45,49,-1
1,-1,-1,4,0,0,5,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,5,1,1,4,5,-1,-1,-1,-1
9,-1,-1,16,0,0,36,1,0,2,0,1,47,2,0,33,2,1,0,-1,-1,5,0,2,9,16,33,36,47,-1
9,-1,-1,49,0,0,32,1,1,20,2,1,18,3,1,6,0,1,0,-1,-1,4,0,6,9,18,20,32,49,-1
27,-1,-1,20,0,1,46,0,0,5,1,1,19,3,0,29,2,1,13,4,1,32,0,5,13,19,20,27,29,46
7,-1,-1,36,0,0,22,1,1,17,2,1,5,0,1,38,1,0,16,3,1,10,0,5,7,16,17,22,36,38
3,-1,-1,20,0,0,34,1,0,46,2,0,17,1,1,21,2,1,1,0,1,8,0,1,3,17,20,21,34,46
34,-1,-1,22,0,1,50,0,0,5,1,1,8,3,0,16,4,0,4,3,1,23,0,4,5,8,16,22,34,50
33,-1,-1,13,0,1,11,1,1,10,2,1,20,1,0,3,3,1,0,-1,-1,6,0,3,10,11,13,20,33,-1
10,-1,-1,15,0,0,23,1,0,46,2,0,32,3,1,35,4,0,33,5,1,33,1,10,15,23,32,33,35,46
34,-1,-1,3,0,1,25,1,0,36,0,0,46,3,0,41,4,1,15,2,1,35,0,3,15,25,34,36,41,46
10,-1,-1,45,0,0,35,1,1,27,2,1,7,0,1,36,2,0,0,-1,-1,16,0,7,10,27,35,36,45,-1
33,-1,-1,40,0,0,19,0,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,6,0,19,33,40,-1,-1,-1,-1
1,-1,-1,42,0,0,7,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,4,0,1,7,42,-1,-1,-1,-1
46,-1,-1,4,0,1,27,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,42,0,4,27,46,-1,-1,-1,-1
29,-1,-1,8,0,1,16,1,0,26,2,0,28,3,0,0,-1,-1,0,-1,-1,35,0,8,16,26,28,29,-1,-1
43,-1,-1,26,0,1,21,1,1,6,2,1,9,3,0,0,-1,-1,0,-1,-1,17,0,6,9,21,26,43,-1,-1
